name,sum
Acer_campestre,0
Acer_platanoides,0
Acer_pseudoplatanus,0
Achillea_millefolium,0
Aegopodium_podagraria,0
Agrimonia_eupatoria,0
Agrostis_capillaris,0
Agrostis_stolonifera,0
Ajuga_reptans,0
Alchemilla_vulgaris,0
Allium_scorodoprasum,0
Alopecurus_myosuroides,0
Alopecurus_pratensis,0
Amaranthus_retroflexus,0
Anagallis_arvensis,0
Angelica_sylvestris,0
Anthericum_ramosum,0
Anthoxanthum_odoratum,0
Anthyllis_vulneraria,0
Apera_spica-venti,0
Arabis_hirsuta,0
Arenaria_serpyllifolia,0
Arrhenatherum_elatius,0
Artemisia_vulgaris,0
Asperula_cynanchica,0
Avena_fatua,0
Barbarea_vulgaris,0
Bellis_perennis,0
BRA,0
Brachypodium_pinnatum,0
Brassica_napus,0
Briza_media,0
Bromus_erectus,0
Bromus_hordeaceus,0
Bromus_inermis,0
Bromus_secalinus,0
Bromus_sterilis,0
Bunias_orientalis,0
Buphthalmum_salicifolium,0
Calystegia_sepium,0
Campanula_glomerata,0
Campanula_patula,0
Campanula_rapunculoides,0
Campanula_rotundifolia,0
Capsella_bursa-pastoris,0
Cardamine_hirsuta,0
Carex_acutiformis,0
Carex_caryophyllea,0
Carex_flacca,0
Carex_hirta,0
Carex_leporina,0
Carex_muricata,0
Carex_praecox_ssp_praecox,0
Carex_spec,0
Carex_tomentosa,0
Carlina_vulgaris,0
Centaurea_jacea,0
Centaurea_scabiosa,0
Centaurea_spec,0
Centaurea_stoebe,0
Cerastium_arvense,0
Cerastium_fontanum_ssp_vulgare,0
Cerastium_glomeratum,0
Cervaria_rivini,0
Chaerophyllum_bulbosum,0
Chenopodium_album,0
Chenopodium_polyspermum,0
Cichorium_intybus,0
Cirsium_arvense,0
Cirsium_oleraceum,0
Cirsium_vulgare,0
Clinopodium_vulgare,0
Consolida_regalis,0
Convolvulus_arvensis,0
Cornus_controversa,0
Cota_tinctoria,0
Crepis_biennis,0
Crepis_capillaris,0
Cynosurus_cristatus,0
Dactylis_glomerata,0
Daucus_carota,0
Dianthus_carthusianorum,0
Dipsacus_fullonum,0
Echinochloa_crus-galli,0
Echium_vulgare,0
Elymus_repens,0
Epilobium_obscurum,0
Epilobium_parviflorum,0
Epilobium_spec,0
Equisetum_arvense,0
Eragrostis_minor,0
Erigeron_annuus,0
Erigeron_canadensis,0
Erysimum_cheiranthoides,0
Euonymus_europaeus,0
Euphorbia_amygdaloides,0
Euphorbia_cyparissias,0
Euphorbia_esula,0
Euphorbia_helioscopia,0
Euphorbia_verrucosa,0
Fallopia_convolvulus,0
Festuca_arundinacea,0
Festuca_ovina,0
Festuca_pratensis,0
Festuca_rubra,0
Filipendula_ulmaria,0
Filipendula_vulgaris,0
Fragaria_vesca,0
Fragaria_viridis,0
Fumaria_officinalis,0
Galeopsis_tetrahit,0
Galium_aparine,0
Galium_mollugo,0
Galium_palustre,0
Galium_verum,0
Geranium_dissectum,0
Geranium_molle,0
Geranium_pratense,0
Geranium_pusillum,0
Geranium_pyrenaicum,0
Getreide_Ã–hrchen,0
Geum_urbanum,0
Glechoma_hederacea,0
Helianthemum_nummularium,0
Helianthus_annuus,0
Helianthus_tuberosus,0
